Service	Invocations	Failures
bloodpressure-0	193	138
bloodpressurefilter-0	192	120
bloodpressuretransfer-0	191	125
centralhub-0	174	128
ecg-0	202	151
ecgfilter-0	201	138
ecgtransfer-0	200	147
oximeter-0	196	132
oximeterfilter-0	195	135
oximetertransfer-0	194	127
thermometer-0	199	143
thermometerfilter-0	198	132
thermometertransfer-0	197	133

	bloodpressure-0	bloodpressurefilter-0	bloodpressuretransfer-0	centralhub-0	ecg-0	ecgfilter-0	ecgtransfer-0	oximeter-0	oximeterfilter-0	oximetertransfer-0	thermometer-0	thermometerfilter-0	thermometertransfer-0	
52	0	1	1	1	0	1	0	1	1	1	0	1	0	
53	0	0	1	1	1	1	1	0	1	1	0	0	1	
54	1	0	1	1	1	1	1	1	0	0	0	0	1	
55	1	0	0	1	0	1	1	1	1	1	0	1	1	
56	1	0	1	1	0	0	1	0	1	1	1	1	1	
57	1	0	1	1	1	1	1	0	0	1	1	1	0	
58	1	1	0	0	0	0	1	0	1	1	1	1	1	
59	1	0	1	1	0	1	1	0	1	1	1	1	1	
60	1	1	1	1	1	1	1	1	0	1	1	1	0	
61	1	1	0	0	1	1	1	1	1	1	1	0	1	
62	1	1	1	1	0	1	1	1	1	0	0	1	0	
63	1	0	1	1	1	1	0	1	0	0	1	0	0	
64	1	1	1	0	1	1	1	0	1	0	1	1	1	
65	1	1	0	1	0	1	1	0	1	0	1	1	1	
66	1	1	0	1	1	0	1	0	1	1	1	1	0	
67	0	1	1	1	0	1	0	1	1	1	1	1	0	
68	1	1	1	0	1	1	1	1	1	1	0	1	1	
69	0	0	1	1	1	1	1	1	0	1	1	1	1	
70	0	1	0	1	1	1	1	0	0	1	1	1	1	
71	0	0	1	0	1	1	1	1	1	1	1	1	1	
72	1	0	1	1	1	0	1	0	0	1	1	1	0	
73	1	1	0	0	1	1	1	1	1	1	0	1	0	
74	1	1	0	1	1	1	1	0	1	1	1	0	1	
75	1	0	1	1	1	1	0	1	0	1	1	1	1	
76	0	1	1	1	0	1	0	1	1	1	1	0	1	
77	0	1	0	1	0	1	0	1	1	1	1	0	1	
78	1	1	1	0	1	0	1	1	1	1	1	1	1	
79	1	0	1	1	1	1	1	1	0	0	1	1	0	
80	1	1	1	1	1	1	1	1	1	1	0	0	1	
81	1	1	1	1	1	0	1	1	0	1	1	1	1	
82	0	0	0	1	1	1	0	0	0	0	1	1	0	
83	0	0	1	1	1	0	1	1	1	1	1	1	0	
84	0	1	0	0	1	1	0	1	0	0	1	1	1	
85	1	0	0	1	1	1	1	1	1	1	1	1	1	
86	0	0	1	0	1	1	1	1	1	1	1	0	1	
87	1	1	1	1	1	1	0	0	0	1	1	0	0	
88	1	1	1	0	0	0	1	0	1	1	1	1	0	
89	1	0	1	0	0	1	1	1	1	0	0	0	0	
90	1	1	1	1	0	1	1	1	0	0	1	0	1	
91	1	0	1	1	1	0	1	1	1	1	0	0	1	
92	0	1	0	1	1	1	0	1	1	0	1	0	0	
93	0	1	0	1	1	0	1	1	1	1	1	1	0	
94	0	1	0	1	1	0	1	1	1	0	1	1	0	
95	1	1	1	1	1	0	1	0	1	1	1	1	1	
96	1	1	1	1	0	0	0	1	1	1	1	1	0	
97	1	0	1	1	0	1	1	1	0	1	1	0	1	
98	1	0	0	1	1	0	1	1	1	0	0	1	0	
99	1	0	1	1	1	1	1	1	0	1	1	1	1	
100	1	0	1	1	1	1	1	1	1	1	1	1	1	
101	1	0	1	1	0	1	1	0	1	0	0	1	1	
102	1	1	0	0	0	0	1	1	1	0	1	1	1	
103	1	0	1	0	0	1	1	1	1	0	1	0	1	
104	0	0	1	1	1	1	1	1	1	0	1	0	1	
105	0	1	0	1	1	1	1	1	1	1	1	0	1	
106	0	1	1	1	1	1	0	1	0	0	0	0	1	
107	0	1	1	0	1	0	1	0	1	1	1	0	1	
108	1	1	1	1	0	1	1	1	0	1	1	0	1	
109	1	0	1	1	1	1	1	1	1	1	0	1	1	
110	1	1	0	0	0	1	1	1	1	1	1	1	1	
111	1	0	0	1	1	0	1	1	1	1	1	1	0	
112	1	0	1	1	1	1	0	0	1	1	0	0	1	
113	0	1	1	1	1	1	1	0	0	0	0	1	0	
114	1	0	1	1	1	1	1	1	0	0	1	1	0	
115	1	1	0	1	1	1	1	1	0	0	1	1	0	
116	1	1	0	1	1	0	1	1	0	0	1	1	1	
117	1	1	1	0	0	1	1	1	1	1	1	1	1	
118	1	1	1	0	1	0	0	0	0	0	1	1	1	
119	1	1	1	1	1	0	1	0	0	1	0	1	0	
120	1	1	0	1	0	0	1	1	0	1	1	1	1	
121	1	0	1	1	1	1	1	0	1	1	0	1	1	
122	1	1	1	0	1	1	1	1	1	1	1	1	1	
123	1	1	1	1	0	1	1	0	0	1	0	1	1	
124	0	1	0	1	1	1	1	1	1	0	0	1	0	
125	0	0	1	1	1	1	1	1	1	1	0	1	0	
126	1	1	1	1	1	0	0	1	1	1	1	1	1	
127	1	1	0	1	0	1	1	0	1	0	1	1	1	
128	0	1	1	1	1	1	1	1	0	0	1	1	1	
129	1	1	1	1	1	0	1	1	1	1	1	1	1	
130	1	1	0	1	1	0	1	1	1	1	0	0	1	
131	1	0	1	0	1	1	0	0	0	0	0	0	1	
132	0	1	1	1	1	0	1	1	0	0	1	0	1	
133	1	0	0	1	1	1	1	1	0	1	0	1	0	
134	1	1	0	1	1	1	1	0	0	1	1	1	0	
135	1	0	0	1	0	0	0	1	0	0	1	0	1	
136	1	1	1	0	1	0	1	1	1	1	1	1	1	
137	1	0	1	0	1	0	1	0	0	1	0	1	1	
138	1	0	0	0	1	1	0	1	1	0	1	0	0	
139	1	0	0	0	1	1	1	1	1	0	1	1	1	
140	1	1	1	1	1	1	1	1	0	0	1	1	1	
141	1	1	1	1	1	1	1	0	1	1	0	0	1	
142	1	0	1	1	1	1	1	0	0	1	1	1	0	
143	1	1	1	1	0	1	1	1	0	1	1	0	1	
144	0	1	0	1	1	0	1	0	0	0	1	0	1	
145	0	1	1	1	1	1	0	1	1	0	1	0	1	
146	0	1	1	1	1	1	0	1	1	0	1	0	0	
147	0	1	1	1	1	0	1	1	1	1	0	0	1	
148	1	0	0	0	1	1	0	1	1	1	1	1	1	
149	0	1	1	0	0	1	1	1	1	1	0	0	1	
150	0	0	0	1	1	1	0	1	0	1	1	1	1	
151	1	0	0	0	1	0	1	0	0	1	1	1	0	
152	1	1	1	1	1	1	1	1	1	1	0	1	1	
153	1	0	1	0	1	1	1	0	0	1	1	0	1	
154	1	1	1	1	0	1	1	1	1	1	1	1	1	
155	1	0	1	0	1	0	0	1	1	0	1	1	0	
156	1	1	0	1	1	0	1	0	1	1	0	1	0	
157	1	1	0	1	1	0	1	1	1	1	1	1	1	
158	0	1	1	0	0	1	0	1	1	1	0	0	1	
159	0	1	1	1	1	0	1	1	1	1	1	1	1	
160	1	0	0	1	0	1	1	1	0	0	1	1	1	
161	1	0	1	1	0	1	0	0	1	0	1	0	1	
162	1	1	0	0	1	0	0	0	1	1	0	1	1	
163	1	1	0	1	1	0	1	1	1	0	1	1	0	
164	1	1	1	1	0	0	1	1	1	1	1	0	1	
165	0	0	1	1	0	1	1	1	0	1	1	1	1	
166	0	1	1	1	1	1	0	0	1	1	1	1	1	
167	1	1	0	0	0	1	1	0	1	1	1	0	0	
168	1	1	1	1	1	1	1	1	0	1	1	1	0	
169	0	0	1	1	1	1	1	0	1	0	0	1	1	
170	1	0	0	1	0	1	1	1	1	1	1	0	0	
171	1	1	1	1	1	1	1	1	1	0	1	0	1	
172	1	0	1	1	1	0	1	1	1	1	1	1	0	
173	0	0	1	1	1	1	1	0	1	0	0	0	1	
174	1	1	0	1	1	0	0	0	1	1	1	0	0	
175	0	1	1	1	1	1	1	1	0	0	0	0	1	
176	1	0	1	1	1	1	0	1	1	1	1	1	1	
177	1	0	1	1	0	1	0	0	0	1	1	0	1	
178	1	1	1	1	0	1	1	1	0	0	1	1	1	
179	0	1	1	0	1	0	1	1	1	1	1	1	0	
180	1	1	0	1	1	1	0	1	1	0	1	1	1	
181	0	1	0	1	1	0	1	1	1	0	0	0	1	
182	0	0	1	1	1	0	1	0	1	1	1	1	0	
183	1	1	1	0	1	0	1	1	0	0	1	1	1	
184	0	1	1	0	1	1	1	1	1	1	1	1	1	
185	1	1	0	1	0	1	0	1	1	0	1	1	0	
186	0	1	1	1	1	0	0	0	1	1	0	0	0	
187	1	1	1	1	1	0	1	1	1	0	0	1	1	
188	0	1	1	1	1	1	1	0	1	1	0	1	1	
189	1	1	0	0	0	0	0	1	1	1	0	1	1	
190	1	1	1	0	1	1	0	0	1	1	1	1	0	
191	1	1	1	0	0	1	1	0	0	1	0	1	0	
192	1	0	1	0	1	1	0	1	1	1	0	0	1	
193	1	0	1	0	1	1	1	1	1	1	1	1	0	
194	0	1	1	0	1	1	1	0	1	1	1	0	1	
195	1	0	0	0	0	0	0	1	1	1	1	0	0	
196	0	1	0	0	1	1	1	1	1	0	1	1	1	
197	1	0	1	0	1	1	0	1	1	1	0	1	1	
198	1	0	0	0	1	1	1	0	1	0	1	1	1	
199	0	1	0	0	1	1	1	1	0	0	1	0	1	
200	0	1	1	0	1	1	0	1	1	0	1	1	1	
201	1	0	1	0	1	0	1	1	1	0	1	1	0	
202	1	1	1	0	1	1	1	1	1	1	0	1	0	
203	0	1	0	0	1	1	1	1	0	0	1	1	1	
204	1	1	1	0	1	1	1	1	0	1	1	0	1	
205	0	0	0	0	0	0	0	0	0	0	0	0	0	
