Service	Invocations	Failures
bloodpressure-0	154	106
bloodpressurefilter-0	152	116
bloodpressuretransfer-0	152	110
centralhub-0	149	102
ecg-0	162	116
ecgfilter-0	161	101
ecgtransfer-0	160	105
oximeter-0	156	103
oximeterfilter-0	155	100
oximetertransfer-0	154	110
thermometer-0	159	116
thermometerfilter-0	158	104
thermometertransfer-0	157	107

	bloodpressure-0	bloodpressurefilter-0	bloodpressuretransfer-0	centralhub-0	ecg-0	ecgfilter-0	ecgtransfer-0	oximeter-0	oximeterfilter-0	oximetertransfer-0	thermometer-0	thermometerfilter-0	thermometertransfer-0	
52	1	0	1	1	0	0	1	0	0	1	0	0	0	
53	1	1	0	0	0	1	1	0	1	1	1	0	1	
54	1	1	0	1	0	1	1	0	0	1	1	0	0	
55	1	0	1	1	1	1	1	1	0	0	1	0	1	
56	0	0	0	1	1	0	1	1	1	1	1	1	1	
57	1	0	1	0	1	1	1	1	1	1	1	1	0	
58	0	1	1	1	1	0	0	1	1	1	1	1	1	
59	1	1	1	1	1	1	1	0	1	0	0	1	1	
60	0	1	0	1	0	1	0	0	0	1	0	1	1	
61	1	1	1	1	0	1	0	1	1	1	1	0	0	
62	1	0	1	1	1	1	0	0	1	1	1	1	1	
63	1	1	1	1	1	0	1	1	0	1	1	1	0	
64	1	1	1	1	1	1	1	1	1	1	1	1	1	
65	1	0	0	0	0	0	1	0	1	1	0	1	1	
66	0	1	1	1	1	1	1	0	1	1	0	1	1	
67	0	0	1	0	1	1	1	1	1	1	1	1	1	
68	1	1	1	1	1	1	1	1	0	1	0	0	1	
69	0	0	1	1	1	1	1	1	1	1	1	1	1	
70	1	1	1	1	0	0	0	0	0	1	1	1	0	
71	1	1	0	0	1	1	0	0	1	1	1	1	1	
72	0	1	1	1	0	1	1	1	1	1	1	0	1	
73	1	1	1	1	1	0	1	0	0	1	1	1	0	
74	0	1	1	1	1	0	1	1	0	0	1	1	1	
75	1	0	1	1	1	1	0	1	1	1	1	0	1	
76	0	1	1	1	1	1	1	1	1	1	1	0	1	
77	1	1	0	0	0	1	1	0	1	0	1	1	1	
78	1	0	1	1	1	0	1	0	0	1	1	0	0	
79	1	1	0	1	1	1	0	0	0	1	1	1	1	
80	0	0	1	1	1	0	0	1	1	1	1	1	1	
81	1	1	1	0	1	0	1	0	1	0	1	1	0	
82	1	1	0	0	1	1	0	0	0	0	0	1	1	
83	1	0	1	1	1	1	1	1	1	0	1	1	1	
84	1	0	1	1	0	1	0	1	0	1	1	0	1	
85	1	1	1	0	1	0	0	1	1	1	1	0	0	
86	1	1	1	1	1	0	1	0	1	0	0	1	0	
87	1	1	0	1	1	0	1	1	0	0	1	0	1	
88	1	1	1	1	1	1	1	1	0	1	1	1	1	
89	0	1	0	1	0	1	1	1	1	1	0	1	1	
90	1	1	1	1	1	1	1	1	0	0	1	1	0	
91	1	1	0	0	1	1	0	1	1	1	0	0	1	
92	1	1	1	1	1	1	1	1	1	1	0	1	1	
93	0	1	0	1	1	1	1	1	0	1	1	0	1	
94	1	1	0	0	1	1	0	0	0	0	1	1	1	
95	1	1	0	1	1	0	1	1	0	0	1	0	1	
96	1	1	1	0	1	0	0	0	0	1	0	1	1	
97	0	1	1	1	1	0	0	1	0	0	1	1	0	
98	1	1	1	1	1	1	0	0	1	1	1	0	1	
99	1	1	1	0	0	1	1	1	1	1	1	1	1	
100	1	1	1	1	1	1	0	1	1	0	1	1	1	
101	1	1	1	1	1	1	1	0	1	1	1	0	1	
102	1	1	1	0	1	1	1	1	1	1	1	1	1	
103	1	1	1	1	0	1	0	1	0	0	1	0	1	
104	1	1	0	1	0	1	0	0	1	0	0	1	1	
105	1	1	1	1	1	0	1	1	1	1	1	0	1	
106	1	0	1	1	1	1	1	1	0	1	0	1	1	
107	1	0	1	1	0	1	1	1	0	1	1	0	0	
108	0	0	0	1	1	1	0	1	1	1	0	0	1	
109	1	1	1	0	1	0	1	1	0	1	1	0	1	
110	1	1	1	1	1	0	1	1	0	0	0	1	0	
111	0	1	1	0	0	1	0	0	1	0	0	0	0	
112	0	0	1	1	1	0	1	1	1	1	0	0	0	
113	1	1	0	1	1	1	1	1	1	0	1	1	1	
114	1	1	1	0	1	1	0	1	1	1	1	1	0	
115	1	1	1	1	0	0	1	1	0	1	1	1	1	
116	1	0	1	1	0	1	0	0	0	1	1	0	0	
117	0	1	0	1	1	0	1	0	0	1	1	1	1	
118	0	1	1	0	1	1	0	1	0	1	1	1	1	
119	0	1	0	0	1	1	0	1	1	0	1	1	0	
120	1	1	1	1	1	0	1	1	1	0	1	0	1	
121	0	1	0	1	1	1	1	0	1	1	0	1	0	
122	0	1	1	1	1	1	0	1	0	1	1	1	1	
123	1	1	1	1	0	1	1	1	1	1	0	0	1	
124	0	1	0	0	1	0	1	1	1	0	1	0	1	
125	1	1	1	1	1	0	1	1	1	1	0	0	0	
126	1	1	1	1	1	1	1	1	0	1	1	1	1	
127	1	1	1	1	0	1	1	1	0	1	0	0	1	
128	1	0	1	1	1	1	0	1	0	1	1	0	0	
129	0	1	1	1	1	1	1	1	1	0	1	0	1	
130	1	1	1	0	1	1	1	1	1	1	1	1	1	
131	1	1	1	1	0	1	1	1	1	1	1	0	1	
132	1	1	1	1	1	1	0	1	1	1	1	1	1	
133	1	0	1	1	1	0	1	1	1	1	1	1	0	
134	0	1	1	0	0	1	1	0	1	0	1	1	1	
135	1	0	1	0	1	0	1	0	1	1	1	0	1	
136	1	1	1	1	0	0	0	0	0	1	0	1	1	
137	1	0	1	1	0	1	1	0	1	1	1	0	0	
138	1	1	1	1	1	1	1	0	1	1	1	0	1	
139	0	0	1	1	1	1	1	1	1	0	1	1	1	
140	0	1	1	1	1	0	1	1	1	0	1	1	1	
141	0	1	0	1	1	1	0	1	1	1	1	1	1	
142	1	1	1	0	0	1	1	1	0	1	1	0	1	
143	1	1	1	1	1	1	1	0	1	1	1	1	1	
144	0	1	1	1	1	0	1	1	0	1	0	1	0	
145	0	1	0	1	1	1	0	1	0	1	0	0	1	
146	0	1	1	1	1	1	1	1	0	1	1	0	1	
147	1	1	0	1	0	0	1	1	1	1	1	1	1	
148	0	0	1	1	1	0	1	1	1	0	1	1	1	
149	1	0	0	1	1	1	1	1	1	1	1	1	0	
150	1	0	0	1	1	1	1	0	0	0	1	0	1	
151	1	0	1	1	1	1	0	0	1	0	0	0	1	
152	0	1	1	0	0	0	0	0	1	0	1	1	1	
153	1	1	1	0	0	0	0	1	0	1	1	1	0	
154	0	1	1	0	1	0	1	1	1	1	1	0	1	
155	1	0	0	1	1	0	1	1	0	1	0	1	1	
156	0	1	1	0	0	1	0	1	0	0	1	0	0	
157	1	0	1	1	0	0	1	1	1	1	1	1	1	
158	0	1	1	1	1	0	1	1	1	1	1	1	0	
159	0	1	1	1	0	1	1	0	1	1	0	1	0	
160	1	1	1	0	1	1	0	1	1	1	1	1	1	
161	0	1	0	1	0	1	1	0	1	1	1	1	1	
162	0	1	1	0	1	0	1	1	0	0	1	1	1	
163	1	0	1	1	1	1	0	1	1	1	1	1	0	
164	1	1	1	0	1	1	1	1	0	0	0	1	1	
165	0	0	0	0	0	0	0	0	0	0	0	0	0	
